feature,category,selected_folds,selection_frequency,mean_abs_l1_coefficient,subject_level_std,subject_level_unique_count,subject_level_missing_count,is_constant,is_near_constant,l1_selected_any,l1_selected_near_constant
std_MFCC_6th_coef,MFCC,0,0.0,0.0,0.10618404146703034,251,0,False,False,False,False
std_MFCC_7th_coef,MFCC,0,0.0,0.0,0.07997889892321729,252,0,False,False,False,False
std_MFCC_8th_coef,MFCC,0,0.0,0.0,0.07004229749779552,252,0,False,False,False,False
std_MFCC_9th_coef,MFCC,0,0.0,0.0,0.06446033007137981,252,0,False,False,False,False
std_MFCC_10th_coef,MFCC,0,0.0,0.0,0.06517429308432153,252,0,False,False,False,False
std_MFCC_11th_coef,MFCC,0,0.0,0.0,0.06058489562742171,252,0,False,False,False,False
std_delta_log_energy,Delta / Delta-delta,0,0.0,0.0,0.02573179818241642,252,0,False,False,False,False
std_0th_delta,Delta / Delta-delta,0,0.0,0.0,0.05252641621365371,251,0,False,False,False,False
std_1st_delta,Delta / Delta-delta,0,0.0,0.0,0.034655887351023706,252,0,False,False,False,False
std_2nd_delta,Delta / Delta-delta,0,0.0,0.0,0.020026459242586385,252,0,False,False,False,False
std_3rd_delta,Delta / Delta-delta,0,0.0,0.0,0.020172241969243155,252,0,False,False,False,False
std_4th_delta,Delta / Delta-delta,0,0.0,0.0,0.01688251716114789,252,0,False,False,False,False
std_5th_delta,Delta / Delta-delta,0,0.0,0.0,0.01534071838788841,252,0,False,False,False,False
std_11th_delta,Delta / Delta-delta,0,0.0,0.0,0.00861699706466596,250,0,False,False,False,False
std_12th_delta,Delta / Delta-delta,0,0.0,0.0,0.008286445446454242,252,0,False,False,False,False
std_delta_delta_0th,Delta / Delta-delta,0,0.0,0.0,0.019981523102260687,252,0,False,False,False,False
std_1st_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.017671242020211492,251,0,False,False,False,False
std_2nd_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.009719027555433005,252,0,False,False,False,False
std_3rd_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.009926409969086253,252,0,False,False,False,False
std_4th_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.008523407440141632,252,0,False,False,False,False
std_5th_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.007415900081372007,252,0,False,False,False,False
std_8th_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.00461733108569369,252,0,False,False,False,False
std_10th_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.004764361229370594,252,0,False,False,False,False
std_11th_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.0039336276621706155,250,0,False,False,False,False
std_12th_delta_delta,Delta / Delta-delta,0,0.0,0.0,0.003797504165142989,251,0,False,False,False,False
Ea,Other,0,0.0,0.0,0.24966313121115719,171,0,False,False,False,False
Ed_1_coef,Wavelet,0,0.0,0.0,0.01873015438746559,245,0,False,False,False,False
Ed_2_coef,Wavelet,0,0.0,0.0,0.016368814810962556,252,0,False,False,False,False
Ed_3_coef,Wavelet,0,0.0,0.0,0.013950701948391622,251,0,False,False,False,False
Ed_4_coef,Wavelet,0,0.0,0.0,0.017625433205536556,249,0,False,False,False,False
Ed_5_coef,Wavelet,0,0.0,0.0,0.01867383703195826,250,0,False,False,False,False
Ed_6_coef,Wavelet,0,0.0,0.0,0.012991525361014854,251,0,False,False,False,False
Ed_7_coef,Wavelet,0,0.0,0.0,0.012496603836019499,252,0,False,False,False,False
Ed_8_coef,Wavelet,0,0.0,0.0,0.05139405254092171,251,0,False,False,False,False
Ed_9_coef,Wavelet,0,0.0,0.0,0.015122402231430696,251,0,False,False,False,False
Ed_10_coef,Wavelet,0,0.0,0.0,0.10864423514878582,252,0,False,False,False,False
det_entropy_shannon_1_coef,Wavelet,0,0.0,0.0,466024.1086960616,252,0,False,False,False,False
det_entropy_shannon_2_coef,Wavelet,0,0.0,0.0,471999.53331105824,252,0,False,False,False,False
det_entropy_shannon_3_coef,Wavelet,0,0.0,0.0,503224.4829311353,252,0,False,False,False,False
det_entropy_shannon_4_coef,Wavelet,0,0.0,0.0,617929.1286675667,252,0,False,False,False,False
det_entropy_shannon_5_coef,Wavelet,0,0.0,0.0,508628.05207926064,252,0,False,False,False,False
det_entropy_shannon_6_coef,Wavelet,0,0.0,0.0,707616.9356206914,252,0,False,False,False,False
det_entropy_shannon_7_coef,Wavelet,0,0.0,0.0,865091.4138097117,252,0,False,False,False,False
det_entropy_shannon_8_coef,Wavelet,0,0.0,0.0,3575285.1071688747,252,0,False,False,False,False
det_entropy_shannon_9_coef,Wavelet,0,0.0,0.0,383806.14460988616,252,0,False,False,False,False
det_entropy_shannon_10_coef,Wavelet,0,0.0,0.0,5493969.426839324,252,0,False,False,False,False
det_entropy_log_2_coef,Wavelet,0,0.0,0.0,101.37413518993567,252,0,False,False,False,False
det_entropy_log_3_coef,Wavelet,0,0.0,0.0,57.8576521091395,252,0,False,False,False,False
det_entropy_log_4_coef,Wavelet,0,0.0,0.0,39.57989234125385,252,0,False,False,False,False
det_entropy_log_5_coef,Wavelet,0,0.0,0.0,32.23383670752636,252,0,False,False,False,False
det_entropy_log_6_coef,Wavelet,0,0.0,0.0,28.765991019213732,252,0,False,False,False,False
det_entropy_log_7_coef,Wavelet,0,0.0,0.0,28.58210352947254,252,0,False,False,False,False
det_entropy_log_8_coef,Wavelet,0,0.0,0.0,28.30385753607218,252,0,False,False,False,False
det_entropy_log_10_coef,Wavelet,0,0.0,0.0,30.111477148492185,252,0,False,False,False,False
det_TKEO_mean_1_coef,Other,0,0.0,0.0,414.051308860597,252,0,False,False,False,False
det_TKEO_mean_2_coef,Other,0,0.0,0.0,687.5269220927613,252,0,False,False,False,False
det_TKEO_mean_3_coef,Other,0,0.0,0.0,1433.108068396863,252,0,False,False,False,False
det_TKEO_mean_4_coef,Other,0,0.0,0.0,2253.5361674876303,252,0,False,False,False,False
det_TKEO_mean_6_coef,Other,0,0.0,0.0,3328.893913633011,252,0,False,False,False,False
det_TKEO_mean_7_coef,Other,0,0.0,0.0,4529.687848811642,252,0,False,False,False,False
det_TKEO_mean_8_coef,Other,0,0.0,0.0,24288.635747088978,252,0,False,False,False,False
det_TKEO_mean_9_coef,Other,0,0.0,0.0,2467.0246235863838,252,0,False,False,False,False
det_TKEO_mean_10_coef,Other,0,0.0,0.0,36384.05326733099,252,0,False,False,False,False
det_TKEO_std_1_coef,Other,0,0.0,0.0,1377.2916541503412,252,0,False,False,False,False
det_TKEO_std_2_coef,Other,0,0.0,0.0,1796.8203224503177,252,0,False,False,False,False
det_TKEO_std_3_coef,Other,0,0.0,0.0,2282.29347066291,252,0,False,False,False,False
det_TKEO_std_4_coef,Other,0,0.0,0.0,3889.1015203744714,252,0,False,False,False,False
det_TKEO_std_5_coef,Other,0,0.0,0.0,4895.239093894113,252,0,False,False,False,False
det_TKEO_std_6_coef,Other,0,0.0,0.0,7803.653123589384,252,0,False,False,False,False
det_TKEO_std_7_coef,Other,0,0.0,0.0,10720.156409372325,252,0,False,False,False,False
det_TKEO_std_8_coef,Other,0,0.0,0.0,51335.860466896396,252,0,False,False,False,False
det_TKEO_std_9_coef,Other,0,0.0,0.0,5018.968763928985,252,0,False,False,False,False
det_TKEO_std_10_coef,Other,0,0.0,0.0,73800.95079841411,252,0,False,False,False,False
app_entropy_shannon_1_coef,Wavelet,0,0.0,0.0,51072727.349912755,252,0,False,False,False,False
app_entropy_shannon_2_coef,Wavelet,0,0.0,0.0,60723889.22619018,252,0,False,False,False,False
app_entropy_shannon_3_coef,Wavelet,0,0.0,0.0,79414250.991226,252,0,False,False,False,False
app_entropy_shannon_4_coef,Wavelet,0,0.0,0.0,113794989.6304096,252,0,False,False,False,False
app_entropy_shannon_5_coef,Wavelet,0,0.0,0.0,183249497.61009693,252,0,False,False,False,False
app_entropy_shannon_6_coef,Wavelet,0,0.0,0.0,325724603.3137678,252,0,False,False,False,False
app_entropy_shannon_7_coef,Wavelet,0,0.0,0.0,640002629.863295,252,0,False,False,False,False
app_entropy_shannon_8_coef,Wavelet,0,0.0,0.0,1249628750.7403083,252,0,False,False,False,False
app_entropy_shannon_9_coef,Wavelet,0,0.0,0.0,2599601571.9418774,252,0,False,False,False,False
app_entropy_shannon_10_coef,Wavelet,0,0.0,0.0,5399508175.997418,252,0,False,False,False,False
app_entropy_log_1_coef,Wavelet,0,0.0,0.0,75.14350701975715,252,0,False,False,False,False
app_entropy_log_2_coef,Wavelet,0,0.0,0.0,41.184581713594554,252,0,False,False,False,False
app_entropy_log_3_coef,Wavelet,0,0.0,0.0,24.301883254682373,252,0,False,False,False,False
app_entropy_log_4_coef,Wavelet,0,0.0,0.0,15.456340841359056,252,0,False,False,False,False
app_entropy_log_5_coef,Wavelet,0,0.0,0.0,11.161185617228073,252,0,False,False,False,False
app_entropy_log_6_coef,Wavelet,0,0.0,0.0,9.221224650121265,252,0,False,False,False,False
app_entropy_log_7_coef,Wavelet,0,0.0,0.0,8.629325730156962,251,0,False,False,False,False
app_entropy_log_8_coef,Wavelet,0,0.0,0.0,8.04021725984981,252,0,False,False,False,False
app_entropy_log_9_coef,Wavelet,0,0.0,0.0,8.039293069104843,252,0,False,False,False,False
app_entropy_log_10_coef,Wavelet,0,0.0,0.0,8.036636521919053,252,0,False,False,False,False
app_det_TKEO_mean_1_coef,Other,0,0.0,0.0,1269.172406493931,252,0,False,False,False,False
app_det_TKEO_mean_2_coef,Other,0,0.0,0.0,3328.660045130267,252,0,False,False,False,False
app_det_TKEO_mean_3_coef,Other,0,0.0,0.0,9091.234366185774,252,0,False,False,False,False
app_det_TKEO_mean_4_coef,Other,0,0.0,0.0,24624.79085644874,252,0,False,False,False,False
app_det_TKEO_mean_5_coef,Other,0,0.0,0.0,62600.084718429505,252,0,False,False,False,False
app_det_TKEO_mean_6_coef,Other,0,0.0,0.0,145481.27863947806,252,0,False,False,False,False
app_det_TKEO_mean_7_coef,Other,0,0.0,0.0,306362.1179665382,252,0,False,False,False,False
app_det_TKEO_mean_8_coef,Other,0,0.0,0.0,648036.7789292771,252,0,False,False,False,False
app_det_TKEO_mean_9_coef,Other,0,0.0,0.0,1294952.4486313886,252,0,False,False,False,False
app_det_TKEO_mean_10_coef,Other,0,0.0,0.0,2584225.076174469,252,0,False,False,False,False
app_TKEO_std_1_coef,Other,0,0.0,0.0,8095.221597805525,252,0,False,False,False,False
app_TKEO_std_2_coef,Other,0,0.0,0.0,17390.318268289604,252,0,False,False,False,False
app_TKEO_std_3_coef,Other,0,0.0,0.0,40203.81669140676,252,0,False,False,False,False
app_TKEO_std_4_coef,Other,0,0.0,0.0,86719.79275424565,252,0,False,False,False,False
app_TKEO_std_5_coef,Other,0,0.0,0.0,194573.1585934497,252,0,False,False,False,False
app_TKEO_std_6_coef,Other,0,0.0,0.0,415618.74467891,252,0,False,False,False,False
app_TKEO_std_7_coef,Other,0,0.0,0.0,853984.8571557509,252,0,False,False,False,False
app_TKEO_std_8_coef,Other,0,0.0,0.0,1720694.3513213054,252,0,False,False,False,False
app_TKEO_std_9_coef,Other,0,0.0,0.0,3419122.474055903,252,0,False,False,False,False
app_TKEO_std_10_coef,Other,0,0.0,0.0,6817611.612097012,252,0,False,False,False,False
Ea2,Other,0,0.0,0.0,0.010452061287612422,84,0,False,False,False,False
Ed2_1_coef,Wavelet,0,0.0,0.0,0.00033076603120200867,250,0,False,False,False,False
Ed2_2_coef,Wavelet,0,0.0,0.0,0.00033655702855034847,250,0,False,False,False,False
Ed2_3_coef,Wavelet,0,0.0,0.0,0.00038648964539507056,249,0,False,False,False,False
Ed2_4_coef,Wavelet,0,0.0,0.0,0.0005802483575880375,251,0,False,False,False,False
Ed2_5_coef,Wavelet,0,0.0,0.0,0.0006086698965643642,250,0,False,False,False,False
Ed2_6_coef,Wavelet,0,0.0,0.0,0.0006466165714008894,249,0,False,False,False,False
Ed2_7_coef,Wavelet,0,0.0,0.0,0.0006849541672137673,250,0,False,False,False,False
Ed2_8_coef,Wavelet,0,0.0,0.0,0.0025549052038232717,251,0,False,False,False,False
Ed2_9_coef,Wavelet,0,0.0,0.0,0.0005800110412733313,251,0,False,False,False,False
Ed2_10_coef,Wavelet,0,0.0,0.0,0.005536141284584842,252,0,False,False,False,False
det_LT_entropy_shannon_1_coef,Wavelet,0,0.0,0.0,0.9127505560420636,252,0,False,False,False,False
det_LT_entropy_shannon_2_coef,Wavelet,0,0.0,0.0,0.8510823382048751,252,0,False,False,False,False
det_LT_entropy_shannon_5_coef,Wavelet,0,0.0,0.0,2.710752778966411,252,0,False,False,False,False
det_LT_entropy_shannon_6_coef,Wavelet,0,0.0,0.0,4.678852499712952,252,0,False,False,False,False
det_LT_entropy_shannon_7_coef,Wavelet,0,0.0,0.0,7.0052898302940445,252,0,False,False,False,False
det_LT_entropy_shannon_8_coef,Wavelet,0,0.0,0.0,35.79236447743952,252,0,False,False,False,False
det_LT_entropy_shannon_9_coef,Wavelet,0,0.0,0.0,2.6445570651120374,252,0,False,False,False,False
det_LT_entropy_shannon_10_coef,Wavelet,0,0.0,0.0,88.5979907371545,252,0,False,False,False,False
det_LT_entropy_log_2_coef,Wavelet,0,0.0,0.0,101.98789669191721,252,0,False,False,False,False
det_LT_entropy_log_3_coef,Wavelet,0,0.0,0.0,59.967573934539,252,0,False,False,False,False
det_LT_entropy_log_4_coef,Wavelet,0,0.0,0.0,40.65795745562928,252,0,False,False,False,False
det_LT_entropy_log_5_coef,Wavelet,0,0.0,0.0,32.58905580614042,252,0,False,False,False,False
det_LT_entropy_log_6_coef,Wavelet,0,0.0,0.0,29.37533784122763,252,0,False,False,False,False
det_LT_entropy_log_7_coef,Wavelet,0,0.0,0.0,29.422365609891024,252,0,False,False,False,False
det_LT_entropy_log_8_coef,Wavelet,0,0.0,0.0,28.734486982956838,252,0,False,False,False,False
det_LT_entropy_log_10_coef,Wavelet,0,0.0,0.0,31.062865741518877,252,0,False,False,False,False
det_LT_TKEO_mean_1_coef,Wavelet,0,0.0,0.0,0.010461076348971884,247,0,False,False,False,False
det_LT_TKEO_mean_2_coef,Wavelet,0,0.0,0.0,0.01685777429077884,245,0,False,False,False,False
det_LT_TKEO_mean_3_coef,Wavelet,0,0.0,0.0,0.039427929182060624,252,0,False,False,False,False
det_LT_TKEO_mean_4_coef,Wavelet,0,0.0,0.0,0.07659756431542677,252,0,False,False,False,False
det_LT_TKEO_mean_5_coef,Wavelet,0,0.0,0.0,0.0979294794396293,252,0,False,False,False,False
det_LT_TKEO_mean_6_coef,Wavelet,0,0.0,0.0,0.14907803707654432,252,0,False,False,False,False
det_LT_TKEO_mean_7_coef,Wavelet,0,0.0,0.0,0.1971142130312562,252,0,False,False,False,False
det_LT_TKEO_mean_8_coef,Wavelet,0,0.0,0.0,0.908279690819786,252,0,False,False,False,False
det_LT_TKEO_mean_9_coef,Wavelet,0,0.0,0.0,0.1352110895265623,252,0,False,False,False,False
det_LT_TKEO_mean_10_coef,Wavelet,0,0.0,0.0,1.9008236715628353,252,0,False,False,False,False
det_LT_TKEO_std_1_coef,Wavelet,0,0.0,0.0,0.03414301503620919,250,0,False,False,False,False
det_LT_TKEO_std_2_coef,Wavelet,0,0.0,0.0,0.04557247351422013,251,0,False,False,False,False
det_LT_TKEO_std_3_coef,Wavelet,0,0.0,0.0,0.0694125158919573,246,0,False,False,False,False
det_LT_TKEO_std_4_coef,Wavelet,0,0.0,0.0,0.1409583855159422,252,0,False,False,False,False
det_LT_TKEO_std_5_coef,Wavelet,0,0.0,0.0,0.2210888574999206,252,0,False,False,False,False
det_LT_TKEO_std_6_coef,Wavelet,0,0.0,0.0,0.34948803650358967,251,0,False,False,False,False
det_LT_TKEO_std_7_coef,Wavelet,0,0.0,0.0,0.4504815627058237,252,0,False,False,False,False
det_LT_TKEO_std_8_coef,Wavelet,0,0.0,0.0,1.9210108373890828,252,0,False,False,False,False
det_LT_TKEO_std_9_coef,Wavelet,0,0.0,0.0,0.2867762177629551,252,0,False,False,False,False
det_LT_TKEO_std_10_coef,Wavelet,0,0.0,0.0,3.7771859366025584,252,0,False,False,False,False
app_LT_entropy_shannon_1_coef,Wavelet,0,0.0,0.0,3073.6849075515656,252,0,False,False,False,False
app_LT_entropy_shannon_2_coef,Wavelet,0,0.0,0.0,3919.8348211064304,252,0,False,False,False,False
app_LT_entropy_shannon_3_coef,Wavelet,0,0.0,0.0,5414.393480410599,252,0,False,False,False,False
app_LT_entropy_shannon_4_coef,Wavelet,0,0.0,0.0,8120.250870731071,252,0,False,False,False,False
app_LT_entropy_shannon_5_coef,Wavelet,0,0.0,0.0,13618.94038570563,252,0,False,False,False,False
app_LT_entropy_shannon_6_coef,Wavelet,0,0.0,0.0,25188.804138729363,252,0,False,False,False,False
app_LT_entropy_shannon_7_coef,Wavelet,0,0.0,0.0,51314.1546359014,252,0,False,False,False,False
app_LT_entropy_shannon_8_coef,Wavelet,0,0.0,0.0,103599.9264631474,252,0,False,False,False,False
app_LT_entropy_shannon_9_coef,Wavelet,0,0.0,0.0,221834.46388720383,252,0,False,False,False,False
app_LT_entropy_shannon_10_coef,Wavelet,0,0.0,0.0,472967.55188512575,252,0,False,False,False,False
app_LT_entropy_log_1_coef,Wavelet,0,0.0,0.0,20.84533933473774,252,0,False,False,False,False
app_LT_entropy_log_2_coef,Wavelet,0,0.0,0.0,12.010904904413492,252,0,False,False,False,False
app_LT_entropy_log_3_coef,Wavelet,0,0.0,0.0,7.100194666396029,252,0,False,False,False,False
app_LT_entropy_log_4_coef,Wavelet,0,0.0,0.0,4.222423204185521,251,0,False,False,False,False
app_LT_entropy_log_5_coef,Wavelet,0,0.0,0.0,2.6702415358790104,252,0,False,False,False,False
app_LT_entropy_log_6_coef,Wavelet,0,0.0,0.0,1.970023928455464,252,0,False,False,False,False
app_LT_entropy_log_7_coef,Wavelet,0,0.0,0.0,1.792407678187814,252,0,False,False,False,False
app_LT_entropy_log_8_coef,Wavelet,0,0.0,0.0,1.5794703455273882,251,0,False,False,False,False
app_LT_entropy_log_9_coef,Wavelet,0,0.0,0.0,1.5794335207436805,251,0,False,False,False,False
app_LT_entropy_log_10_coef,Wavelet,0,0.0,0.0,1.5792914326292216,251,0,False,False,False,False
app_LT_TKEO_mean_1_coef,Wavelet,0,0.0,0.0,0.14122723954393165,251,0,False,False,False,False
app_LT_TKEO_mean_2_coef,Wavelet,0,0.0,0.0,0.4389751506707319,251,0,False,False,False,False
app_LT_TKEO_mean_3_coef,Wavelet,0,0.0,0.0,1.270521749922571,252,0,False,False,False,False
app_LT_TKEO_mean_4_coef,Wavelet,0,0.0,0.0,3.5152078680658954,252,0,False,False,False,False
app_LT_TKEO_mean_5_coef,Wavelet,0,0.0,0.0,8.904619618096758,252,0,False,False,False,False
app_LT_TKEO_mean_6_coef,Wavelet,0,0.0,0.0,20.75967101140491,252,0,False,False,False,False
app_LT_TKEO_mean_7_coef,Wavelet,0,0.0,0.0,44.00791329708279,252,0,False,False,False,False
app_LT_TKEO_mean_8_coef,Wavelet,0,0.0,0.0,93.65569631560365,252,0,False,False,False,False
app_LT_TKEO_mean_9_coef,Wavelet,0,0.0,0.0,187.26961396217365,252,0,False,False,False,False
app_LT_TKEO_mean_10_coef,Wavelet,0,0.0,0.0,374.3969589311044,252,0,False,False,False,False
app_LT_TKEO_std_1_coef,Wavelet,0,0.0,0.0,0.8237457785227763,252,0,False,False,False,False
app_LT_TKEO_std_2_coef,Wavelet,0,0.0,0.0,2.0817772804861208,251,0,False,False,False,False
app_LT_TKEO_std_3_coef,Wavelet,0,0.0,0.0,5.06692392701911,252,0,False,False,False,False
app_LT_TKEO_std_4_coef,Wavelet,0,0.0,0.0,11.926963192750385,252,0,False,False,False,False
app_LT_TKEO_std_5_coef,Wavelet,0,0.0,0.0,27.116006503890848,252,0,False,False,False,False
app_LT_TKEO_std_6_coef,Wavelet,0,0.0,0.0,58.48165209552774,252,0,False,False,False,False
app_LT_TKEO_std_7_coef,Wavelet,0,0.0,0.0,119.91111670886181,252,0,False,False,False,False
app_LT_TKEO_std_8_coef,Wavelet,0,0.0,0.0,247.5167441077149,252,0,False,False,False,False
app_LT_TKEO_std_9_coef,Wavelet,0,0.0,0.0,492.1836280332233,252,0,False,False,False,False
app_LT_TKEO_std_10_coef,Wavelet,0,0.0,0.0,986.8164979127004,252,0,False,False,False,False
tqwt_energy_dec_1,TQWT,0,0.0,0.0,0.0027700650137281713,247,0,False,False,False,False
tqwt_energy_dec_2,TQWT,0,0.0,0.0,0.0025221809312868846,250,0,False,False,False,False
tqwt_energy_dec_3,TQWT,0,0.0,0.0,0.003363431282192897,252,0,False,False,False,False
tqwt_energy_dec_4,TQWT,0,0.0,0.0,0.0036736089844870926,250,0,False,False,False,False
tqwt_energy_dec_5,TQWT,0,0.0,0.0,0.004019812151492711,252,0,False,False,False,False
tqwt_energy_dec_6,TQWT,0,0.0,0.0,0.0033658305622442626,251,0,False,False,False,False
tqwt_energy_dec_7,TQWT,0,0.0,0.0,0.002136437650228028,251,0,False,False,False,False
tqwt_energy_dec_8,TQWT,0,0.0,0.0,0.0028889583979849224,252,0,False,False,False,False
tqwt_energy_dec_9,TQWT,0,0.0,0.0,0.003386445185482601,252,0,False,False,False,False
tqwt_energy_dec_10,TQWT,0,0.0,0.0,0.005883157333919306,252,0,False,False,False,False
tqwt_energy_dec_13,TQWT,0,0.0,0.0,0.02702087895035819,252,0,False,False,False,False
tqwt_energy_dec_14,TQWT,0,0.0,0.0,0.03765024376008143,252,0,False,False,False,False
tqwt_energy_dec_16,TQWT,0,0.0,0.0,0.07000065783950658,252,0,False,False,False,False
tqwt_energy_dec_17,TQWT,0,0.0,0.0,0.07676854211793127,252,0,False,False,False,False
tqwt_energy_dec_20,TQWT,0,0.0,0.0,0.041929183848730546,251,0,False,False,False,False
tqwt_energy_dec_21,TQWT,0,0.0,0.0,0.03812992704606898,252,0,False,False,False,False
tqwt_energy_dec_22,TQWT,0,0.0,0.0,0.04028932290832239,251,0,False,False,False,False
tqwt_energy_dec_23,TQWT,0,0.0,0.0,0.0582351339540457,252,0,False,False,False,False
tqwt_energy_dec_26,TQWT,0,0.0,0.0,0.07920539541597234,252,0,False,False,False,False
tqwt_energy_dec_27,TQWT,0,0.0,0.0,0.08510246952333701,251,0,False,False,False,False
tqwt_energy_dec_28,TQWT,0,0.0,0.0,0.04930595189226657,252,0,False,False,False,False
tqwt_energy_dec_29,TQWT,0,0.0,0.0,0.028067276410913056,252,0,False,False,False,False
tqwt_energy_dec_30,TQWT,0,0.0,0.0,0.004745357458337687,251,0,False,False,False,False
tqwt_energy_dec_31,TQWT,0,0.0,0.0,0.0027629258525653836,250,0,False,False,False,False
tqwt_energy_dec_32,TQWT,0,0.0,0.0,0.004790647237772752,251,0,False,False,False,False
tqwt_energy_dec_34,TQWT,0,0.0,0.0,0.0026505378671741087,251,0,False,False,False,False
tqwt_energy_dec_35,TQWT,0,0.0,0.0,0.0013412582610363216,251,0,False,False,False,False
tqwt_energy_dec_36,TQWT,0,0.0,0.0,0.006994154165165415,250,0,False,False,False,False
tqwt_entropy_shannon_dec_2,TQWT,0,0.0,0.0,12.274809883851015,252,0,False,False,False,False
tqwt_entropy_shannon_dec_3,TQWT,0,0.0,0.0,18.22263242020154,252,0,False,False,False,False
tqwt_entropy_shannon_dec_4,TQWT,0,0.0,0.0,28.73416550679212,252,0,False,False,False,False
tqwt_entropy_shannon_dec_5,TQWT,0,0.0,0.0,40.98641988734852,252,0,False,False,False,False
tqwt_entropy_shannon_dec_6,TQWT,0,0.0,0.0,39.06103513593076,251,0,False,False,False,False
tqwt_entropy_shannon_dec_7,TQWT,0,0.0,0.0,38.32515349909965,252,0,False,False,False,False
tqwt_entropy_shannon_dec_8,TQWT,0,0.0,0.0,51.95999216332677,252,0,False,False,False,False
tqwt_entropy_shannon_dec_9,TQWT,0,0.0,0.0,49.48519945214094,252,0,False,False,False,False
tqwt_entropy_shannon_dec_10,TQWT,0,0.0,0.0,56.14042510809983,252,0,False,False,False,False
tqwt_entropy_shannon_dec_11,TQWT,0,0.0,0.0,71.19574580501374,252,0,False,False,False,False
tqwt_entropy_shannon_dec_12,TQWT,0,0.0,0.0,189.06706093962842,252,0,False,False,False,False
tqwt_entropy_shannon_dec_13,TQWT,0,0.0,0.0,351.7856662680903,252,0,False,False,False,False
tqwt_entropy_shannon_dec_14,TQWT,0,0.0,0.0,423.24859202925586,252,0,False,False,False,False
tqwt_entropy_shannon_dec_15,TQWT,0,0.0,0.0,450.7331351833436,252,0,False,False,False,False
tqwt_entropy_shannon_dec_16,TQWT,0,0.0,0.0,504.9913671327967,252,0,False,False,False,False
tqwt_entropy_shannon_dec_18,TQWT,0,0.0,0.0,388.31125490265174,252,0,False,False,False,False
tqwt_entropy_shannon_dec_19,TQWT,0,0.0,0.0,301.9963026806481,252,0,False,False,False,False
tqwt_entropy_shannon_dec_20,TQWT,0,0.0,0.0,206.1696031960179,252,0,False,False,False,False
tqwt_entropy_shannon_dec_21,TQWT,0,0.0,0.0,180.4860249103344,252,0,False,False,False,False
tqwt_entropy_shannon_dec_22,TQWT,0,0.0,0.0,151.1412697480952,252,0,False,False,False,False
tqwt_entropy_shannon_dec_24,TQWT,0,0.0,0.0,294.4447410054517,252,0,False,False,False,False
tqwt_entropy_shannon_dec_26,TQWT,0,0.0,0.0,353.94443739562166,252,0,False,False,False,False
tqwt_entropy_shannon_dec_28,TQWT,0,0.0,0.0,228.5697437098619,252,0,False,False,False,False
tqwt_entropy_shannon_dec_29,TQWT,0,0.0,0.0,315.3178287323248,252,0,False,False,False,False
tqwt_entropy_shannon_dec_30,TQWT,0,0.0,0.0,12.78578321562163,252,0,False,False,False,False
tqwt_entropy_shannon_dec_31,TQWT,0,0.0,0.0,8.400345043325258,252,0,False,False,False,False
tqwt_entropy_shannon_dec_32,TQWT,0,0.0,0.0,24.998693205945607,252,0,False,False,False,False
tqwt_entropy_shannon_dec_33,TQWT,0,0.0,0.0,18.265499094830542,252,0,False,False,False,False
tqwt_entropy_shannon_dec_34,TQWT,0,0.0,0.0,5.328345081904087,252,0,False,False,False,False
