feature,category,selected_folds,selection_frequency,mean_abs_l1_coefficient,subject_level_std,subject_level_unique_count,subject_level_missing_count,is_constant,is_near_constant,l1_selected_any,l1_selected_near_constant
tqwt_entropy_shannon_dec_36,TQWT,0,0.0,0.0,9.138155181902839,252,0,False,False,False,False
tqwt_entropy_log_dec_1,TQWT,0,0.0,0.0,274780.58555136004,252,0,False,False,False,False
tqwt_entropy_log_dec_2,TQWT,0,0.0,0.0,257700.22615596975,252,0,False,False,False,False
tqwt_entropy_log_dec_3,TQWT,0,0.0,0.0,229195.11805249334,252,0,False,False,False,False
tqwt_entropy_log_dec_4,TQWT,0,0.0,0.0,203562.84882487037,252,0,False,False,False,False
tqwt_entropy_log_dec_5,TQWT,0,0.0,0.0,179239.26646199767,252,0,False,False,False,False
tqwt_entropy_log_dec_6,TQWT,0,0.0,0.0,139150.74732308698,252,0,False,False,False,False
tqwt_entropy_log_dec_7,TQWT,0,0.0,0.0,99428.90493287287,252,0,False,False,False,False
tqwt_entropy_log_dec_8,TQWT,0,0.0,0.0,76358.05872555726,252,0,False,False,False,False
tqwt_entropy_log_dec_9,TQWT,0,0.0,0.0,61088.5487438424,252,0,False,False,False,False
tqwt_entropy_log_dec_10,TQWT,0,0.0,0.0,50976.8236584125,252,0,False,False,False,False
tqwt_entropy_log_dec_11,TQWT,0,0.0,0.0,43594.07966711276,252,0,False,False,False,False
tqwt_entropy_log_dec_12,TQWT,0,0.0,0.0,40196.01688188994,252,0,False,False,False,False
tqwt_entropy_log_dec_13,TQWT,0,0.0,0.0,31805.699008352247,252,0,False,False,False,False
tqwt_entropy_log_dec_14,TQWT,0,0.0,0.0,24818.801790473233,252,0,False,False,False,False
tqwt_entropy_log_dec_15,TQWT,0,0.0,0.0,20714.182230460912,252,0,False,False,False,False
tqwt_entropy_log_dec_16,TQWT,0,0.0,0.0,17673.043732044047,252,0,False,False,False,False
tqwt_entropy_log_dec_17,TQWT,0,0.0,0.0,14050.771863655384,252,0,False,False,False,False
tqwt_entropy_log_dec_18,TQWT,0,0.0,0.0,11018.302519649656,252,0,False,False,False,False
tqwt_entropy_log_dec_19,TQWT,0,0.0,0.0,8299.703128793033,252,0,False,False,False,False
tqwt_entropy_log_dec_20,TQWT,0,0.0,0.0,6410.03975049965,252,0,False,False,False,False
tqwt_entropy_log_dec_21,TQWT,0,0.0,0.0,5524.83422738555,252,0,False,False,False,False
tqwt_entropy_log_dec_22,TQWT,0,0.0,0.0,4511.929671522676,252,0,False,False,False,False
tqwt_entropy_log_dec_23,TQWT,0,0.0,0.0,3979.736865453828,252,0,False,False,False,False
tqwt_entropy_log_dec_24,TQWT,0,0.0,0.0,3738.6214930767987,252,0,False,False,False,False
tqwt_entropy_log_dec_25,TQWT,0,0.0,0.0,4165.99171331461,252,0,False,False,False,False
tqwt_entropy_log_dec_27,TQWT,0,0.0,0.0,3943.004753145414,252,0,False,False,False,False
tqwt_entropy_log_dec_29,TQWT,0,0.0,0.0,1831.023542001729,252,0,False,False,False,False
tqwt_entropy_log_dec_30,TQWT,0,0.0,0.0,1341.3070928567247,252,0,False,False,False,False
tqwt_entropy_log_dec_31,TQWT,0,0.0,0.0,1167.0839064349236,252,0,False,False,False,False
tqwt_entropy_log_dec_32,TQWT,0,0.0,0.0,1026.2157738335552,252,0,False,False,False,False
tqwt_entropy_log_dec_34,TQWT,0,0.0,0.0,800.7077750855331,252,0,False,False,False,False
tqwt_entropy_log_dec_35,TQWT,0,0.0,0.0,718.2643483755425,252,0,False,False,False,False
tqwt_entropy_log_dec_36,TQWT,0,0.0,0.0,868.3082300183194,252,0,False,False,False,False
tqwt_TKEO_mean_dec_1,TQWT,0,0.0,0.0,1.7259640328283468e-05,246,0,False,False,False,False
tqwt_TKEO_mean_dec_2,TQWT,0,0.0,0.0,2.5912427817687636e-05,251,0,False,False,False,False
tqwt_TKEO_mean_dec_3,TQWT,0,0.0,0.0,5.1879844877317165e-05,247,0,False,False,False,False
tqwt_TKEO_mean_dec_4,TQWT,0,0.0,0.0,0.00012851691735223445,251,0,False,False,False,False
tqwt_TKEO_mean_dec_5,TQWT,0,0.0,0.0,0.0002917237353533592,252,0,False,False,False,False
tqwt_TKEO_mean_dec_6,TQWT,0,0.0,0.0,0.00038413855101637095,250,0,False,False,False,False
tqwt_TKEO_mean_dec_7,TQWT,0,0.0,0.0,0.0002747427165832224,250,0,False,False,False,False
tqwt_TKEO_mean_dec_8,TQWT,0,0.0,0.0,0.0005830494978752444,251,0,False,False,False,False
tqwt_TKEO_mean_dec_9,TQWT,0,0.0,0.0,0.0005385639703832817,252,0,False,False,False,False
tqwt_TKEO_mean_dec_10,TQWT,0,0.0,0.0,0.000805132005962786,252,0,False,False,False,False
tqwt_TKEO_mean_dec_11,TQWT,0,0.0,0.0,0.0011949459105969399,252,0,False,False,False,False
tqwt_TKEO_mean_dec_12,TQWT,0,0.0,0.0,0.004459978380606668,252,0,False,False,False,False
tqwt_TKEO_mean_dec_13,TQWT,0,0.0,0.0,0.021324691875387308,252,0,False,False,False,False
tqwt_TKEO_mean_dec_14,TQWT,0,0.0,0.0,0.03320267536759841,252,0,False,False,False,False
tqwt_TKEO_mean_dec_15,TQWT,0,0.0,0.0,0.04441293764242939,252,0,False,False,False,False
tqwt_TKEO_mean_dec_16,TQWT,0,0.0,0.0,0.08585792630812342,252,0,False,False,False,False
tqwt_TKEO_mean_dec_17,TQWT,0,0.0,0.0,0.14550459877359254,252,0,False,False,False,False
tqwt_TKEO_mean_dec_19,TQWT,0,0.0,0.0,0.16383960169421077,252,0,False,False,False,False
tqwt_TKEO_mean_dec_20,TQWT,0,0.0,0.0,0.09346824965575641,252,0,False,False,False,False
tqwt_TKEO_mean_dec_22,TQWT,0,0.0,0.0,0.10772446600903253,252,0,False,False,False,False
tqwt_TKEO_mean_dec_23,TQWT,0,0.0,0.0,0.17006966234367005,252,0,False,False,False,False
tqwt_TKEO_mean_dec_24,TQWT,0,0.0,0.0,0.3967672453776515,252,0,False,False,False,False
tqwt_TKEO_mean_dec_25,TQWT,0,0.0,0.0,0.5619322041280519,252,0,False,False,False,False
tqwt_TKEO_mean_dec_26,TQWT,0,0.0,0.0,0.5515335528348231,252,0,False,False,False,False
tqwt_TKEO_mean_dec_27,TQWT,0,0.0,0.0,0.878890019549485,252,0,False,False,False,False
tqwt_TKEO_mean_dec_28,TQWT,0,0.0,0.0,0.41445887209826787,252,0,False,False,False,False
tqwt_TKEO_mean_dec_29,TQWT,0,0.0,0.0,0.49793214129984426,252,0,False,False,False,False
tqwt_TKEO_mean_dec_32,TQWT,0,0.0,0.0,0.07798499906459037,252,0,False,False,False,False
tqwt_TKEO_mean_dec_33,TQWT,0,0.0,0.0,0.08092436975875965,251,0,False,False,False,False
tqwt_TKEO_mean_dec_34,TQWT,0,0.0,0.0,0.018477713690529016,251,0,False,False,False,False
tqwt_TKEO_mean_dec_35,TQWT,0,0.0,0.0,0.014486362773584768,251,0,False,False,False,False
tqwt_TKEO_mean_dec_36,TQWT,0,0.0,0.0,0.046502224912572054,252,0,False,False,False,False
tqwt_TKEO_std_dec_1,TQWT,0,0.0,0.0,4.689207066773516e-05,251,0,False,False,False,False
tqwt_TKEO_std_dec_2,TQWT,0,0.0,0.0,7.13349332410746e-05,250,0,False,False,False,False
tqwt_TKEO_std_dec_3,TQWT,0,0.0,0.0,0.00015338040198135578,249,0,False,False,False,False
tqwt_TKEO_std_dec_4,TQWT,0,0.0,0.0,0.00038552830400007435,249,0,False,False,False,False
tqwt_TKEO_std_dec_5,TQWT,0,0.0,0.0,0.0008929250605648288,251,0,False,False,False,False
tqwt_TKEO_std_dec_6,TQWT,0,0.0,0.0,0.0012340130173682223,249,0,False,False,False,False
tqwt_TKEO_std_dec_7,TQWT,0,0.0,0.0,0.00048603849859965847,251,0,False,False,False,False
tqwt_TKEO_std_dec_8,TQWT,0,0.0,0.0,0.0008635473716248714,250,0,False,False,False,False
tqwt_TKEO_std_dec_9,TQWT,0,0.0,0.0,0.0008804294257906022,252,0,False,False,False,False
tqwt_TKEO_std_dec_10,TQWT,0,0.0,0.0,0.0011223679414086017,250,0,False,False,False,False
tqwt_TKEO_std_dec_13,TQWT,0,0.0,0.0,0.013966863816000688,252,0,False,False,False,False
tqwt_TKEO_std_dec_14,TQWT,0,0.0,0.0,0.026646785376021165,252,0,False,False,False,False
tqwt_TKEO_std_dec_15,TQWT,0,0.0,0.0,0.03855104642998892,252,0,False,False,False,False
tqwt_TKEO_std_dec_16,TQWT,0,0.0,0.0,0.056143849265607025,252,0,False,False,False,False
tqwt_TKEO_std_dec_17,TQWT,0,0.0,0.0,0.09026884386726046,252,0,False,False,False,False
tqwt_TKEO_std_dec_18,TQWT,0,0.0,0.0,0.109443435964061,251,0,False,False,False,False
tqwt_TKEO_std_dec_19,TQWT,0,0.0,0.0,0.08996087995660593,252,0,False,False,False,False
tqwt_TKEO_std_dec_20,TQWT,0,0.0,0.0,0.07281173724697083,252,0,False,False,False,False
tqwt_TKEO_std_dec_21,TQWT,0,0.0,0.0,0.05441643078724491,252,0,False,False,False,False
tqwt_TKEO_std_dec_22,TQWT,0,0.0,0.0,0.051315577731558294,252,0,False,False,False,False
tqwt_TKEO_std_dec_23,TQWT,0,0.0,0.0,0.09963041210697704,252,0,False,False,False,False
tqwt_TKEO_std_dec_24,TQWT,0,0.0,0.0,0.17263717215030353,252,0,False,False,False,False
tqwt_TKEO_std_dec_25,TQWT,0,0.0,0.0,0.21517152950789153,251,0,False,False,False,False
tqwt_TKEO_std_dec_26,TQWT,0,0.0,0.0,0.21113898491482394,252,0,False,False,False,False
tqwt_TKEO_std_dec_27,TQWT,0,0.0,0.0,0.2870442782399778,252,0,False,False,False,False
tqwt_TKEO_std_dec_28,TQWT,0,0.0,0.0,0.18998638704886708,252,0,False,False,False,False
tqwt_TKEO_std_dec_29,TQWT,0,0.0,0.0,0.14580494533163954,252,0,False,False,False,False
tqwt_TKEO_std_dec_30,TQWT,0,0.0,0.0,0.048674732864007815,252,0,False,False,False,False
tqwt_TKEO_std_dec_31,TQWT,0,0.0,0.0,0.024452318455010245,252,0,False,False,False,False
tqwt_TKEO_std_dec_32,TQWT,0,0.0,0.0,0.07181997968610056,252,0,False,False,False,False
tqwt_TKEO_std_dec_33,TQWT,0,0.0,0.0,0.057390678879223854,252,0,False,False,False,False
tqwt_TKEO_std_dec_34,TQWT,0,0.0,0.0,0.022363820716976616,252,0,False,False,False,False
tqwt_TKEO_std_dec_35,TQWT,0,0.0,0.0,0.020000031521990414,252,0,False,False,False,False
tqwt_TKEO_std_dec_36,TQWT,0,0.0,0.0,0.09255148220967142,252,0,False,False,False,False
tqwt_medianValue_dec_11,TQWT,0,0.0,0.0,5.4086610324211245e-05,252,0,False,False,False,False
tqwt_medianValue_dec_15,TQWT,0,0.0,0.0,0.0010993603289846385,252,0,False,False,False,False
tqwt_medianValue_dec_16,TQWT,0,0.0,0.0,0.00044283047063248634,178,0,False,False,False,False
tqwt_medianValue_dec_18,TQWT,0,0.0,0.0,0.0006802083723792346,252,0,False,False,False,False
tqwt_medianValue_dec_21,TQWT,0,0.0,0.0,0.0006577063005568984,252,0,False,False,False,False
tqwt_medianValue_dec_23,TQWT,0,0.0,0.0,0.001159649610607169,252,0,False,False,False,False
tqwt_medianValue_dec_24,TQWT,0,0.0,0.0,0.0018905656210624316,179,0,False,False,False,False
tqwt_medianValue_dec_27,TQWT,0,0.0,0.0,0.004395307432193136,252,0,False,False,False,False
tqwt_medianValue_dec_28,TQWT,0,0.0,0.0,0.007240455589357275,252,0,False,False,False,False
tqwt_medianValue_dec_30,TQWT,0,0.0,0.0,0.0005991206559692032,252,0,False,False,False,False
tqwt_medianValue_dec_32,TQWT,0,0.0,0.0,0.0012275319020599394,252,0,False,False,False,False
tqwt_medianValue_dec_34,TQWT,0,0.0,0.0,0.0012253388168876138,252,0,False,False,False,False
tqwt_medianValue_dec_35,TQWT,0,0.0,0.0,0.0011533428511042042,252,0,False,False,False,False
tqwt_meanValue_dec_1,TQWT,0,0.0,0.0,3.591582572663579e-21,250,0,False,True,False,False
tqwt_meanValue_dec_6,TQWT,0,0.0,0.0,7.897626016840345e-21,251,0,False,True,False,False
tqwt_meanValue_dec_8,TQWT,0,0.0,0.0,1.5750576514552318e-20,252,0,False,True,False,False
tqwt_meanValue_dec_9,TQWT,0,0.0,0.0,2.1314369291564682e-20,251,0,False,True,False,False
tqwt_meanValue_dec_10,TQWT,0,0.0,0.0,2.1703128349989305e-20,252,0,False,True,False,False
tqwt_meanValue_dec_20,TQWT,0,0.0,0.0,2.2550174089158895e-19,252,0,False,True,False,False
tqwt_meanValue_dec_21,TQWT,0,0.0,0.0,5.730057692717353e-19,252,0,False,True,False,False
tqwt_meanValue_dec_23,TQWT,0,0.0,0.0,1.060366614165645e-18,251,0,False,True,False,False
tqwt_meanValue_dec_26,TQWT,0,0.0,0.0,1.1767716787642037e-18,249,0,False,True,False,False
tqwt_meanValue_dec_27,TQWT,0,0.0,0.0,1.6521278480075777e-18,250,0,False,True,False,False
tqwt_meanValue_dec_28,TQWT,0,0.0,0.0,1.325240702431364e-18,252,0,False,True,False,False
tqwt_meanValue_dec_29,TQWT,0,0.0,0.0,5.549944984614855e-19,251,0,False,True,False,False
tqwt_meanValue_dec_31,TQWT,0,0.0,0.0,2.637798758476914e-19,251,0,False,True,False,False
tqwt_meanValue_dec_32,TQWT,0,0.0,0.0,4.792956107832439e-19,252,0,False,True,False,False
tqwt_meanValue_dec_33,TQWT,0,0.0,0.0,7.708608707785723e-19,251,0,False,True,False,False
tqwt_meanValue_dec_34,TQWT,0,0.0,0.0,4.071259557301223e-19,247,0,False,True,False,False
tqwt_meanValue_dec_35,TQWT,0,0.0,0.0,2.9262987392236087e-19,250,0,False,True,False,False
tqwt_stdValue_dec_1,TQWT,0,0.0,0.0,0.0014704150774605526,252,0,False,False,False,False
tqwt_stdValue_dec_2,TQWT,0,0.0,0.0,0.001814873805511169,252,0,False,False,False,False
tqwt_stdValue_dec_3,TQWT,0,0.0,0.0,0.0024958690351079647,252,0,False,False,False,False
tqwt_stdValue_dec_4,TQWT,0,0.0,0.0,0.0035587671090290553,252,0,False,False,False,False
tqwt_stdValue_dec_5,TQWT,0,0.0,0.0,0.004898604406187288,252,0,False,False,False,False
tqwt_stdValue_dec_6,TQWT,0,0.0,0.0,0.005106525370576986,252,0,False,False,False,False
tqwt_stdValue_dec_8,TQWT,0,0.0,0.0,0.007812462048681216,252,0,False,False,False,False
tqwt_stdValue_dec_9,TQWT,0,0.0,0.0,0.009246586024190108,252,0,False,False,False,False
tqwt_stdValue_dec_10,TQWT,0,0.0,0.0,0.010656595711654325,252,0,False,False,False,False
tqwt_stdValue_dec_11,TQWT,0,0.0,0.0,0.0132697113858547,252,0,False,False,False,False
tqwt_stdValue_dec_12,TQWT,0,0.0,0.0,0.027526241639717116,252,0,False,False,False,False
tqwt_stdValue_dec_13,TQWT,0,0.0,0.0,0.05097187883501582,252,0,False,False,False,False
tqwt_stdValue_dec_14,TQWT,0,0.0,0.0,0.06936795077621087,252,0,False,False,False,False
tqwt_stdValue_dec_15,TQWT,0,0.0,0.0,0.08670107088793993,252,0,False,False,False,False
tqwt_stdValue_dec_16,TQWT,0,0.0,0.0,0.11810264475912499,252,0,False,False,False,False
tqwt_stdValue_dec_17,TQWT,0,0.0,0.0,0.14776247425887795,252,0,False,False,False,False
tqwt_stdValue_dec_18,TQWT,0,0.0,0.0,0.16339417313260926,252,0,False,False,False,False
tqwt_stdValue_dec_19,TQWT,0,0.0,0.0,0.14039227117172395,252,0,False,False,False,False
tqwt_stdValue_dec_20,TQWT,0,0.0,0.0,0.10386513971731084,252,0,False,False,False,False
tqwt_stdValue_dec_21,TQWT,0,0.0,0.0,0.11048663324089185,251,0,False,False,False,False
tqwt_stdValue_dec_22,TQWT,0,0.0,0.0,0.11065387264867274,252,0,False,False,False,False
tqwt_stdValue_dec_23,TQWT,0,0.0,0.0,0.1447026137979217,252,0,False,False,False,False
tqwt_stdValue_dec_24,TQWT,0,0.0,0.0,0.22673491360219164,252,0,False,False,False,False
tqwt_stdValue_dec_26,TQWT,0,0.0,0.0,0.2942927823072876,252,0,False,False,False,False
tqwt_stdValue_dec_27,TQWT,0,0.0,0.0,0.300502762526528,252,0,False,False,False,False
tqwt_stdValue_dec_28,TQWT,0,0.0,0.0,0.21300671285581807,252,0,False,False,False,False
tqwt_stdValue_dec_29,TQWT,0,0.0,0.0,0.14264748154801826,252,0,False,False,False,False
tqwt_stdValue_dec_30,TQWT,0,0.0,0.0,0.0644834012954054,252,0,False,False,False,False
tqwt_stdValue_dec_31,TQWT,0,0.0,0.0,0.043658471355994814,252,0,False,False,False,False
tqwt_stdValue_dec_32,TQWT,0,0.0,0.0,0.05342410890466964,252,0,False,False,False,False
tqwt_stdValue_dec_34,TQWT,0,0.0,0.0,0.041831552689495,252,0,False,False,False,False
tqwt_stdValue_dec_35,TQWT,0,0.0,0.0,0.03868550234345735,252,0,False,False,False,False
tqwt_stdValue_dec_36,TQWT,0,0.0,0.0,0.08343143958614506,252,0,False,False,False,False
tqwt_minValue_dec_1,TQWT,0,0.0,0.0,0.026994966592865523,252,0,False,False,False,False
tqwt_minValue_dec_2,TQWT,0,0.0,0.0,0.018265484335051523,251,0,False,False,False,False
tqwt_minValue_dec_3,TQWT,0,0.0,0.0,0.022711717907368728,252,0,False,False,False,False
tqwt_minValue_dec_4,TQWT,0,0.0,0.0,0.029630864508004777,252,0,False,False,False,False
tqwt_minValue_dec_6,TQWT,0,0.0,0.0,0.042630483332259286,252,0,False,False,False,False
tqwt_minValue_dec_7,TQWT,0,0.0,0.0,0.034138027421739936,252,0,False,False,False,False
tqwt_minValue_dec_8,TQWT,0,0.0,0.0,0.04202652742883993,252,0,False,False,False,False
tqwt_minValue_dec_9,TQWT,0,0.0,0.0,0.04884402951438208,252,0,False,False,False,False
tqwt_minValue_dec_10,TQWT,0,0.0,0.0,0.05220506933656281,252,0,False,False,False,False
tqwt_minValue_dec_11,TQWT,0,0.0,0.0,0.05930434994079044,252,0,False,False,False,False
tqwt_minValue_dec_13,TQWT,0,0.0,0.0,0.14875148581775408,252,0,False,False,False,False
tqwt_minValue_dec_14,TQWT,0,0.0,0.0,0.20494746324309532,252,0,False,False,False,False
tqwt_minValue_dec_15,TQWT,0,0.0,0.0,0.24811848866743508,252,0,False,False,False,False
tqwt_minValue_dec_16,TQWT,0,0.0,0.0,0.29678060348071716,251,0,False,False,False,False
tqwt_minValue_dec_18,TQWT,0,0.0,0.0,0.366272150969383,252,0,False,False,False,False
tqwt_minValue_dec_19,TQWT,0,0.0,0.0,0.324530636933468,252,0,False,False,False,False
tqwt_minValue_dec_20,TQWT,0,0.0,0.0,0.25677283211786656,252,0,False,False,False,False
tqwt_minValue_dec_21,TQWT,0,0.0,0.0,0.23577669980740407,252,0,False,False,False,False
tqwt_minValue_dec_22,TQWT,0,0.0,0.0,0.2372502605854683,252,0,False,False,False,False
tqwt_minValue_dec_23,TQWT,0,0.0,0.0,0.3135075363911852,251,0,False,False,False,False
tqwt_minValue_dec_24,TQWT,0,0.0,0.0,0.44443205972463595,252,0,False,False,False,False
tqwt_minValue_dec_27,TQWT,0,0.0,0.0,0.5534709453582196,252,0,False,False,False,False
tqwt_minValue_dec_28,TQWT,0,0.0,0.0,0.4198789368158636,252,0,False,False,False,False
tqwt_minValue_dec_29,TQWT,0,0.0,0.0,0.283886212933,252,0,False,False,False,False
tqwt_minValue_dec_30,TQWT,0,0.0,0.0,0.17457345753800785,252,0,False,False,False,False
tqwt_minValue_dec_31,TQWT,0,0.0,0.0,0.1359808823524721,252,0,False,False,False,False
tqwt_minValue_dec_32,TQWT,0,0.0,0.0,0.15092879378741403,252,0,False,False,False,False
tqwt_minValue_dec_33,TQWT,0,0.0,0.0,0.14290641746794783,252,0,False,False,False,False
tqwt_minValue_dec_34,TQWT,0,0.0,0.0,0.13055676225291413,252,0,False,False,False,False
tqwt_minValue_dec_35,TQWT,0,0.0,0.0,0.12801461444217407,252,0,False,False,False,False
tqwt_minValue_dec_36,TQWT,0,0.0,0.0,0.31946844072994324,252,0,False,False,False,False
tqwt_maxValue_dec_1,TQWT,0,0.0,0.0,0.02605954851684779,252,0,False,False,False,False
tqwt_maxValue_dec_2,TQWT,0,0.0,0.0,0.01786306573867208,252,0,False,False,False,False
tqwt_maxValue_dec_3,TQWT,0,0.0,0.0,0.022590035115940946,252,0,False,False,False,False
tqwt_maxValue_dec_4,TQWT,0,0.0,0.0,0.029562005584630253,252,0,False,False,False,False
tqwt_maxValue_dec_7,TQWT,0,0.0,0.0,0.03443987980040896,252,0,False,False,False,False
tqwt_maxValue_dec_8,TQWT,0,0.0,0.0,0.04173364283330132,252,0,False,False,False,False
tqwt_maxValue_dec_9,TQWT,0,0.0,0.0,0.048673329260972086,252,0,False,False,False,False
tqwt_maxValue_dec_10,TQWT,0,0.0,0.0,0.051509879198250896,252,0,False,False,False,False
tqwt_maxValue_dec_12,TQWT,0,0.0,0.0,0.08766160599587049,252,0,False,False,False,False
tqwt_maxValue_dec_13,TQWT,0,0.0,0.0,0.14673285248845624,252,0,False,False,False,False
tqwt_maxValue_dec_14,TQWT,0,0.0,0.0,0.20511170843624107,252,0,False,False,False,False
tqwt_maxValue_dec_15,TQWT,0,0.0,0.0,0.24947376123586082,251,0,False,False,False,False
tqwt_maxValue_dec_16,TQWT,0,0.0,0.0,0.2975298821726901,252,0,False,False,False,False
tqwt_maxValue_dec_17,TQWT,0,0.0,0.0,0.3437798151124321,252,0,False,False,False,False
tqwt_maxValue_dec_18,TQWT,0,0.0,0.0,0.3670859660530976,252,0,False,False,False,False
tqwt_maxValue_dec_19,TQWT,0,0.0,0.0,0.32607518601693974,252,0,False,False,False,False
tqwt_maxValue_dec_20,TQWT,0,0.0,0.0,0.25725412502853673,252,0,False,False,False,False
tqwt_maxValue_dec_21,TQWT,0,0.0,0.0,0.2368504859854458,252,0,False,False,False,False
tqwt_maxValue_dec_22,TQWT,0,0.0,0.0,0.23748824109273264,252,0,False,False,False,False
tqwt_maxValue_dec_23,TQWT,0,0.0,0.0,0.3118352790250378,252,0,False,False,False,False
tqwt_maxValue_dec_26,TQWT,0,0.0,0.0,0.5518151326915535,252,0,False,False,False,False
tqwt_maxValue_dec_27,TQWT,0,0.0,0.0,0.5523019771545825,252,0,False,False,False,False
tqwt_maxValue_dec_28,TQWT,0,0.0,0.0,0.4188067134113114,252,0,False,False,False,False
tqwt_maxValue_dec_29,TQWT,0,0.0,0.0,0.2866401063765597,252,0,False,False,False,False
tqwt_maxValue_dec_30,TQWT,0,0.0,0.0,0.1744959569834778,252,0,False,False,False,False
tqwt_maxValue_dec_31,TQWT,0,0.0,0.0,0.1340936665452359,252,0,False,False,False,False
tqwt_maxValue_dec_32,TQWT,0,0.0,0.0,0.14613561832840596,252,0,False,False,False,False
tqwt_maxValue_dec_33,TQWT,0,0.0,0.0,0.1469994636237887,252,0,False,False,False,False
tqwt_maxValue_dec_34,TQWT,0,0.0,0.0,0.13240530031654213,252,0,False,False,False,False
tqwt_maxValue_dec_35,TQWT,0,0.0,0.0,0.13238998519483441,252,0,False,False,False,False
tqwt_maxValue_dec_36,TQWT,0,0.0,0.0,0.3344106425254753,252,0,False,False,False,False
tqwt_skewnessValue_dec_1,TQWT,0,0.0,0.0,6.048271192427671,252,0,False,False,False,False
tqwt_skewnessValue_dec_2,TQWT,0,0.0,0.0,2.0450879208562367,252,0,False,False,False,False
tqwt_skewnessValue_dec_5,TQWT,0,0.0,0.0,0.05883217930980855,252,0,False,False,False,False
tqwt_skewnessValue_dec_7,TQWT,0,0.0,0.0,0.18601455148778326,252,0,False,False,False,False
tqwt_skewnessValue_dec_8,TQWT,0,0.0,0.0,0.021672094071865215,252,0,False,False,False,False
tqwt_skewnessValue_dec_13,TQWT,0,0.0,0.0,0.007929870269305651,252,0,False,False,False,False
tqwt_skewnessValue_dec_15,TQWT,0,0.0,0.0,0.019024547247342816,252,0,False,False,False,False
tqwt_skewnessValue_dec_16,TQWT,0,0.0,0.0,0.007078873768756404,251,0,False,False,False,False
tqwt_skewnessValue_dec_19,TQWT,0,0.0,0.0,0.017414387248792428,252,0,False,False,False,False
tqwt_skewnessValue_dec_20,TQWT,0,0.0,0.0,0.007786934466010251,252,0,False,False,False,False
tqwt_skewnessValue_dec_22,TQWT,0,0.0,0.0,0.008884794798969128,252,0,False,False,False,False
tqwt_skewnessValue_dec_23,TQWT,0,0.0,0.0,0.006728684872710859,252,0,False,False,False,False
tqwt_skewnessValue_dec_26,TQWT,0,0.0,0.0,0.3135179683736586,251,0,False,False,False,False
tqwt_skewnessValue_dec_29,TQWT,0,0.0,0.0,0.9758279927786497,252,0,False,False,False,False
tqwt_skewnessValue_dec_31,TQWT,0,0.0,0.0,0.7303213715053664,252,0,False,False,False,False
tqwt_skewnessValue_dec_34,TQWT,0,0.0,0.0,0.8505171788136131,252,0,False,False,False,False
tqwt_skewnessValue_dec_36,TQWT,0,0.0,0.0,2.7218008265388325,252,0,False,False,False,False
tqwt_kurtosisValue_dec_3,TQWT,0,0.0,0.0,1199.8257100520125,252,0,False,False,False,False
tqwt_kurtosisValue_dec_4,TQWT,0,0.0,0.0,1154.9304348391593,252,0,False,False,False,False
tqwt_kurtosisValue_dec_5,TQWT,0,0.0,0.0,1112.5660374808938,252,0,False,False,False,False
tqwt_kurtosisValue_dec_6,TQWT,0,0.0,0.0,734.1205434302385,252,0,False,False,False,False
tqwt_kurtosisValue_dec_7,TQWT,0,0.0,0.0,184.2862161963958,252,0,False,False,False,False
tqwt_kurtosisValue_dec_8,TQWT,0,0.0,0.0,45.391312087611695,252,0,False,False,False,False
tqwt_kurtosisValue_dec_9,TQWT,0,0.0,0.0,44.7735649453472,252,0,False,False,False,False
tqwt_kurtosisValue_dec_10,TQWT,0,0.0,0.0,43.12901570698244,252,0,False,False,False,False
tqwt_kurtosisValue_dec_12,TQWT,0,0.0,0.0,22.638960153872596,252,0,False,False,False,False
tqwt_kurtosisValue_dec_13,TQWT,0,0.0,0.0,3.0299119987135836,252,0,False,False,False,False
tqwt_kurtosisValue_dec_14,TQWT,0,0.0,0.0,2.0597153892034994,251,0,False,False,False,False
tqwt_kurtosisValue_dec_15,TQWT,0,0.0,0.0,1.5914599548846664,251,0,False,False,False,False
tqwt_kurtosisValue_dec_17,TQWT,0,0.0,0.0,1.0193442846923284,252,0,False,False,False,False
tqwt_kurtosisValue_dec_19,TQWT,0,0.0,0.0,0.8031524329368636,252,0,False,False,False,False
tqwt_kurtosisValue_dec_22,TQWT,0,0.0,0.0,0.6369587862876196,252,0,False,False,False,False
tqwt_kurtosisValue_dec_23,TQWT,0,0.0,0.0,1.1538764671335853,251,0,False,False,False,False
tqwt_kurtosisValue_dec_24,TQWT,0,0.0,0.0,3.7114696253660697,249,0,False,False,False,False
tqwt_kurtosisValue_dec_25,TQWT,0,0.0,0.0,28.261632673386018,247,0,False,False,False,False
tqwt_kurtosisValue_dec_29,TQWT,0,0.0,0.0,25.83958601694459,252,0,False,False,False,False
tqwt_kurtosisValue_dec_30,TQWT,0,0.0,0.0,20.016242917862634,252,0,False,False,False,False
tqwt_kurtosisValue_dec_31,TQWT,0,0.0,0.0,16.037014732622993,252,0,False,False,False,False
tqwt_kurtosisValue_dec_32,TQWT,0,0.0,0.0,14.632934465751802,252,0,False,False,False,False
tqwt_kurtosisValue_dec_34,TQWT,0,0.0,0.0,12.349700187161492,252,0,False,False,False,False
