feature,category,shap_mean_abs_mean,shap_mean_abs_std,rank_shap_mean_abs,subject_level_std,subject_level_unique_count,subject_level_missing_count,is_constant,is_near_constant
tqwt_kurtosisValue_dec_11,TQWT,0.0,0.0,550.0,24.007348281068058,252,0,False,False
tqwt_kurtosisValue_dec_10,TQWT,0.0,0.0,550.0,43.12901570698244,252,0,False,False
tqwt_TKEO_mean_dec_31,TQWT,0.0,0.0,550.0,0.021595175565228504,252,0,False,False
tqwt_TKEO_mean_dec_30,TQWT,0.0,0.0,550.0,0.07053834519685369,252,0,False,False
tqwt_TKEO_mean_dec_29,TQWT,0.0,0.0,550.0,0.49793214129984426,252,0,False,False
tqwt_TKEO_mean_dec_28,TQWT,0.0,0.0,550.0,0.41445887209826787,252,0,False,False
tqwt_kurtosisValue_dec_9,TQWT,0.0,0.0,550.0,44.7735649453472,252,0,False,False
tqwt_TKEO_mean_dec_24,TQWT,0.0,0.0,550.0,0.3967672453776515,252,0,False,False
tqwt_kurtosisValue_dec_8,TQWT,0.0,0.0,550.0,45.391312087611695,252,0,False,False
tqwt_TKEO_std_dec_22,TQWT,0.0,0.0,550.0,0.051315577731558294,252,0,False,False
tqwt_kurtosisValue_dec_7,TQWT,0.0,0.0,550.0,184.2862161963958,252,0,False,False
tqwt_kurtosisValue_dec_5,TQWT,0.0,0.0,550.0,1112.5660374808938,252,0,False,False
tqwt_TKEO_std_dec_18,TQWT,0.0,0.0,550.0,0.109443435964061,251,0,False,False
tqwt_TKEO_std_dec_17,TQWT,0.0,0.0,550.0,0.09026884386726046,252,0,False,False
b3,Formant / Bandwidth,0.0,0.0,550.0,501.5005290256684,252,0,False,False
tqwt_TKEO_std_dec_15,TQWT,0.0,0.0,550.0,0.03855104642998892,252,0,False,False
tqwt_TKEO_std_dec_14,TQWT,0.0,0.0,550.0,0.026646785376021165,252,0,False,False
b2,Formant / Bandwidth,0.0,0.0,550.0,285.8383861835082,252,0,False,False
f4,Formant / Bandwidth,0.0,0.0,550.0,315.30769466479046,252,0,False,False
tqwt_TKEO_std_dec_10,TQWT,0.0,0.0,550.0,0.0011223679414086017,250,0,False,False
tqwt_TKEO_std_dec_9,TQWT,0.0,0.0,550.0,0.0008804294257906022,252,0,False,False
tqwt_TKEO_std_dec_8,TQWT,0.0,0.0,550.0,0.0008635473716248714,250,0,False,False
tqwt_TKEO_std_dec_7,TQWT,0.0,0.0,550.0,0.00048603849859965847,251,0,False,False
tqwt_TKEO_std_dec_6,TQWT,0.0,0.0,550.0,0.0012340130173682223,249,0,False,False
std_MFCC_12th_coef,MFCC,0.0,0.0,550.0,0.05369579516410517,251,0,False,False
std_MFCC_11th_coef,MFCC,0.0,0.0,550.0,0.06058489562742171,252,0,False,False
f3,Formant / Bandwidth,0.0,0.0,550.0,355.29676959190823,252,0,False,False
det_TKEO_mean_6_coef,Other,0.0,0.0,550.0,3328.893913633011,252,0,False,False
std_MFCC_5th_coef,MFCC,0.0,0.0,550.0,0.11612705262893656,252,0,False,False
std_MFCC_1st_coef,MFCC,0.0,0.0,550.0,0.2849674886573293,251,0,False,False
std_MFCC_0th_coef,MFCC,0.0,0.0,550.0,0.568027926298161,252,0,False,False
det_TKEO_mean_4_coef,Other,0.0,0.0,550.0,2253.5361674876303,252,0,False,False
tqwt_TKEO_std_dec_32,TQWT,0.0,0.0,550.0,0.07181997968610056,252,0,False,False
det_TKEO_mean_3_coef,Other,0.0,0.0,550.0,1433.108068396863,252,0,False,False
tqwt_TKEO_std_dec_30,TQWT,0.0,0.0,550.0,0.048674732864007815,252,0,False,False
tqwt_TKEO_std_dec_29,TQWT,0.0,0.0,550.0,0.14580494533163954,252,0,False,False
tqwt_TKEO_std_dec_28,TQWT,0.0,0.0,550.0,0.18998638704886708,252,0,False,False
tqwt_TKEO_std_dec_27,TQWT,0.0,0.0,550.0,0.2870442782399778,252,0,False,False
det_TKEO_mean_2_coef,Other,0.0,0.0,550.0,687.5269220927613,252,0,False,False
tqwt_TKEO_std_dec_24,TQWT,0.0,0.0,550.0,0.17263717215030353,252,0,False,False
det_TKEO_mean_1_coef,Other,0.0,0.0,550.0,414.051308860597,252,0,False,False
det_entropy_log_10_coef,Wavelet,0.0,0.0,550.0,30.111477148492185,252,0,False,False
tqwt_medianValue_dec_14,TQWT,0.0,0.0,550.0,0.0006031927655959487,252,0,False,False
det_entropy_log_9_coef,Wavelet,0.0,0.0,550.0,29.249980821158275,252,0,False,False
tqwt_medianValue_dec_9,TQWT,0.0,0.0,550.0,3.494083068116639e-05,251,0,False,False
det_entropy_log_7_coef,Wavelet,0.0,0.0,550.0,28.58210352947254,252,0,False,False
det_entropy_log_5_coef,Wavelet,0.0,0.0,550.0,32.23383670752636,252,0,False,False
det_entropy_log_4_coef,Wavelet,0.0,0.0,550.0,39.57989234125385,252,0,False,False
tqwt_medianValue_dec_4,TQWT,0.0,0.0,550.0,4.343657932392675e-06,250,0,False,False
det_entropy_log_3_coef,Wavelet,0.0,0.0,550.0,57.8576521091395,252,0,False,False
det_entropy_log_2_coef,Wavelet,0.0,0.0,550.0,101.37413518993567,252,0,False,False
tqwt_TKEO_std_dec_36,TQWT,0.0,0.0,550.0,0.09255148220967142,252,0,False,False
tqwt_TKEO_std_dec_35,TQWT,0.0,0.0,550.0,0.020000031521990414,252,0,False,False
tqwt_TKEO_std_dec_34,TQWT,0.0,0.0,550.0,0.022363820716976616,252,0,False,False
tqwt_TKEO_std_dec_33,TQWT,0.0,0.0,550.0,0.057390678879223854,252,0,False,False
std_0th_delta,Delta / Delta-delta,0.0,0.0,550.0,0.05252641621365371,251,0,False,False
tqwt_TKEO_mean_dec_15,TQWT,0.0,0.0,550.0,0.04441293764242939,252,0,False,False
det_TKEO_std_10_coef,Other,0.0,0.0,550.0,73800.95079841411,252,0,False,False
det_TKEO_std_9_coef,Other,0.0,0.0,550.0,5018.968763928985,252,0,False,False
det_TKEO_std_8_coef,Other,0.0,0.0,550.0,51335.860466896396,252,0,False,False
mean_4th_delta_delta,Delta / Delta-delta,0.0,0.0,550.0,0.00027960851615760113,251,0,False,False
det_TKEO_std_7_coef,Other,0.0,0.0,550.0,10720.156409372325,252,0,False,False
det_TKEO_std_6_coef,Other,0.0,0.0,550.0,7803.653123589384,252,0,False,False
det_TKEO_std_5_coef,Other,0.0,0.0,550.0,4895.239093894113,252,0,False,False
mean_12th_delta,Delta / Delta-delta,0.0,0.0,550.0,0.0014398095231282924,252,0,False,False
mean_11th_delta,Delta / Delta-delta,0.0,0.0,550.0,0.0016053177613171168,252,0,False,False
tqwt_medianValue_dec_24,TQWT,0.0,0.0,550.0,0.0018905656210624316,179,0,False,False
tqwt_medianValue_dec_23,TQWT,0.0,0.0,550.0,0.001159649610607169,252,0,False,False
tqwt_medianValue_dec_22,TQWT,0.0,0.0,550.0,0.0008950049453173759,251,0,False,False
det_TKEO_std_4_coef,Other,0.0,0.0,550.0,3889.1015203744714,252,0,False,False
tqwt_medianValue_dec_20,TQWT,0.0,0.0,550.0,0.0006085356711373855,181,0,False,False
det_TKEO_std_3_coef,Other,0.0,0.0,550.0,2282.29347066291,252,0,False,False
det_TKEO_std_2_coef,Other,0.0,0.0,550.0,1796.8203224503177,252,0,False,False
mean_0th_delta,Delta / Delta-delta,0.0,0.0,550.0,0.00970620960168668,252,0,False,False
det_TKEO_mean_10_coef,Other,0.0,0.0,550.0,36384.05326733099,252,0,False,False
mean_MFCC_10th_coef,MFCC,0.0,0.0,550.0,0.6987181778875112,252,0,False,False
det_TKEO_mean_9_coef,Other,0.0,0.0,550.0,2467.0246235863838,252,0,False,False
det_TKEO_mean_8_coef,Other,0.0,0.0,550.0,24288.635747088978,252,0,False,False
det_TKEO_mean_7_coef,Other,0.0,0.0,550.0,4529.687848811642,252,0,False,False
tqwt_meanValue_dec_6,TQWT,0.0,0.0,550.0,7.897626016840345e-21,251,0,False,True
tqwt_meanValue_dec_4,TQWT,0.0,0.0,550.0,4.684072241903329e-21,251,0,False,True
tqwt_meanValue_dec_3,TQWT,0.0,0.0,550.0,4.128668010332473e-21,251,0,False,True
app_entropy_log_9_coef,Wavelet,0.0,0.0,550.0,8.039293069104843,252,0,False,False
app_entropy_log_8_coef,Wavelet,0.0,0.0,550.0,8.04021725984981,252,0,False,False
app_entropy_log_7_coef,Wavelet,0.0,0.0,550.0,8.629325730156962,251,0,False,False
app_entropy_log_6_coef,Wavelet,0.0,0.0,550.0,9.221224650121265,252,0,False,False
tqwt_medianValue_dec_31,TQWT,0.0,0.0,550.0,0.0009383105204714493,252,0,False,False
app_entropy_log_5_coef,Wavelet,0.0,0.0,550.0,11.161185617228073,252,0,False,False
app_entropy_log_4_coef,Wavelet,0.0,0.0,550.0,15.456340841359056,252,0,False,False
tqwt_meanValue_dec_23,TQWT,0.0,0.0,550.0,1.060366614165645e-18,251,0,False,True
app_entropy_log_3_coef,Wavelet,0.0,0.0,550.0,24.301883254682373,252,0,False,False
app_entropy_log_2_coef,Wavelet,0.0,0.0,550.0,41.184581713594554,252,0,False,False
app_entropy_log_1_coef,Wavelet,0.0,0.0,550.0,75.14350701975715,252,0,False,False
tqwt_meanValue_dec_17,TQWT,0.0,0.0,550.0,2.412253477762061e-19,251,0,False,True
app_entropy_shannon_10_coef,Wavelet,0.0,0.0,550.0,5399508175.997418,252,0,False,False
tqwt_meanValue_dec_10,TQWT,0.0,0.0,550.0,2.1703128349989305e-20,252,0,False,True
app_entropy_shannon_9_coef,Wavelet,0.0,0.0,550.0,2599601571.9418774,252,0,False,False
app_entropy_shannon_8_coef,Wavelet,0.0,0.0,550.0,1249628750.7403083,252,0,False,False
app_entropy_shannon_7_coef,Wavelet,0.0,0.0,550.0,640002629.863295,252,0,False,False
app_entropy_shannon_6_coef,Wavelet,0.0,0.0,550.0,325724603.3137678,252,0,False,False
mean_7th_delta,Delta / Delta-delta,0.0,0.0,550.0,0.0019286032744448348,252,0,False,False
app_TKEO_std_5_coef,Other,0.0,0.0,550.0,194573.1585934497,252,0,False,False
mean_4th_delta,Delta / Delta-delta,0.0,0.0,550.0,0.0020796972940963637,252,0,False,False
mean_3rd_delta,Delta / Delta-delta,0.0,0.0,550.0,0.0028106787041074213,251,0,False,False
app_TKEO_std_3_coef,Other,0.0,0.0,550.0,40203.81669140676,252,0,False,False
tqwt_stdValue_dec_3,TQWT,0.0,0.0,550.0,0.0024958690351079647,252,0,False,False
tqwt_stdValue_dec_2,TQWT,0.0,0.0,550.0,0.001814873805511169,252,0,False,False
app_TKEO_std_2_coef,Other,0.0,0.0,550.0,17390.318268289604,252,0,False,False
app_TKEO_std_1_coef,Other,0.0,0.0,550.0,8095.221597805525,252,0,False,False
tqwt_meanValue_dec_35,TQWT,0.0,0.0,550.0,2.9262987392236087e-19,250,0,False,True
app_det_TKEO_mean_10_coef,Other,0.0,0.0,550.0,2584225.076174469,252,0,False,False
tqwt_meanValue_dec_33,TQWT,0.0,0.0,550.0,7.708608707785723e-19,251,0,False,True
tqwt_meanValue_dec_32,TQWT,0.0,0.0,550.0,4.792956107832439e-19,252,0,False,True
tqwt_meanValue_dec_31,TQWT,0.0,0.0,550.0,2.637798758476914e-19,251,0,False,True
app_det_TKEO_mean_9_coef,Other,0.0,0.0,550.0,1294952.4486313886,252,0,False,False
tqwt_meanValue_dec_29,TQWT,0.0,0.0,550.0,5.549944984614855e-19,251,0,False,True
tqwt_meanValue_dec_28,TQWT,0.0,0.0,550.0,1.325240702431364e-18,252,0,False,True
app_det_TKEO_mean_8_coef,Other,0.0,0.0,550.0,648036.7789292771,252,0,False,False
app_det_TKEO_mean_7_coef,Other,0.0,0.0,550.0,306362.1179665382,252,0,False,False
app_det_TKEO_mean_6_coef,Other,0.0,0.0,550.0,145481.27863947806,252,0,False,False
tqwt_stdValue_dec_23,TQWT,0.0,0.0,550.0,0.1447026137979217,252,0,False,False
tqwt_stdValue_dec_22,TQWT,0.0,0.0,550.0,0.11065387264867274,252,0,False,False
tqwt_stdValue_dec_21,TQWT,0.0,0.0,550.0,0.11048663324089185,251,0,False,False
tqwt_stdValue_dec_20,TQWT,0.0,0.0,550.0,0.10386513971731084,252,0,False,False
tqwt_stdValue_dec_19,TQWT,0.0,0.0,550.0,0.14039227117172395,252,0,False,False
tqwt_stdValue_dec_18,TQWT,0.0,0.0,550.0,0.16339417313260926,252,0,False,False
tqwt_stdValue_dec_17,TQWT,0.0,0.0,550.0,0.14776247425887795,252,0,False,False
tqwt_stdValue_dec_15,TQWT,0.0,0.0,550.0,0.08670107088793993,252,0,False,False
tqwt_stdValue_dec_14,TQWT,0.0,0.0,550.0,0.06936795077621087,252,0,False,False
app_det_TKEO_mean_5_coef,Other,0.0,0.0,550.0,62600.084718429505,252,0,False,False
tqwt_stdValue_dec_10,TQWT,0.0,0.0,550.0,0.010656595711654325,252,0,False,False
app_det_TKEO_mean_3_coef,Other,0.0,0.0,550.0,9091.234366185774,252,0,False,False
tqwt_stdValue_dec_8,TQWT,0.0,0.0,550.0,0.007812462048681216,252,0,False,False
tqwt_stdValue_dec_7,TQWT,0.0,0.0,550.0,0.005576135344642032,252,0,False,False
tqwt_stdValue_dec_6,TQWT,0.0,0.0,550.0,0.005106525370576986,252,0,False,False
tqwt_stdValue_dec_5,TQWT,0.0,0.0,550.0,0.004898604406187288,252,0,False,False
app_det_TKEO_mean_2_coef,Other,0.0,0.0,550.0,3328.660045130267,252,0,False,False
tqwt_minValue_dec_3,TQWT,0.0,0.0,550.0,0.022711717907368728,252,0,False,False
tqwt_minValue_dec_2,TQWT,0.0,0.0,550.0,0.018265484335051523,251,0,False,False
tqwt_minValue_dec_1,TQWT,0.0,0.0,550.0,0.026994966592865523,252,0,False,False
app_det_TKEO_mean_1_coef,Other,0.0,0.0,550.0,1269.172406493931,252,0,False,False
tqwt_stdValue_dec_35,TQWT,0.0,0.0,550.0,0.03868550234345735,252,0,False,False
tqwt_stdValue_dec_34,TQWT,0.0,0.0,550.0,0.041831552689495,252,0,False,False
app_entropy_log_10_coef,Wavelet,0.0,0.0,550.0,8.036636521919053,252,0,False,False
Ed2_10_coef,Wavelet,0.0,0.0,550.0,0.005536141284584842,252,0,False,False
tqwt_stdValue_dec_31,TQWT,0.0,0.0,550.0,0.043658471355994814,252,0,False,False
tqwt_stdValue_dec_30,TQWT,0.0,0.0,550.0,0.0644834012954054,252,0,False,False
tqwt_stdValue_dec_29,TQWT,0.0,0.0,550.0,0.14264748154801826,252,0,False,False
tqwt_stdValue_dec_28,TQWT,0.0,0.0,550.0,0.21300671285581807,252,0,False,False
tqwt_stdValue_dec_27,TQWT,0.0,0.0,550.0,0.300502762526528,252,0,False,False
Ed2_8_coef,Wavelet,0.0,0.0,550.0,0.0025549052038232717,251,0,False,False
tqwt_stdValue_dec_24,TQWT,0.0,0.0,550.0,0.22673491360219164,252,0,False,False
Ed2_7_coef,Wavelet,0.0,0.0,550.0,0.0006849541672137673,250,0,False,False
mean_Log_energy,Other,0.0,0.0,550.0,0.4949551877784423,252,0,False,False
Ed2_6_coef,Wavelet,0.0,0.0,550.0,0.0006466165714008894,249,0,False,False
IMF_NSR_SEO,Other,0.0,0.0,550.0,0.05640868112074922,252,0,False,False
Ed2_4_coef,Wavelet,0.0,0.0,550.0,0.0005802483575880375,251,0,False,False
Ed2_3_coef,Wavelet,0.0,0.0,550.0,0.00038648964539507056,249,0,False,False
tqwt_minValue_dec_16,TQWT,0.0,0.0,550.0,0.29678060348071716,251,0,False,False
tqwt_minValue_dec_15,TQWT,0.0,0.0,550.0,0.24811848866743508,252,0,False,False
tqwt_minValue_dec_14,TQWT,0.0,0.0,550.0,0.20494746324309532,252,0,False,False
Ed2_2_coef,Wavelet,0.0,0.0,550.0,0.00033655702855034847,250,0,False,False
tqwt_minValue_dec_10,TQWT,0.0,0.0,550.0,0.05220506933656281,252,0,False,False
Ed2_1_coef,Wavelet,0.0,0.0,550.0,0.00033076603120200867,250,0,False,False
tqwt_minValue_dec_8,TQWT,0.0,0.0,550.0,0.04202652742883993,252,0,False,False
tqwt_minValue_dec_7,TQWT,0.0,0.0,550.0,0.034138027421739936,252,0,False,False
tqwt_minValue_dec_6,TQWT,0.0,0.0,550.0,0.042630483332259286,252,0,False,False
tqwt_minValue_dec_5,TQWT,0.0,0.0,550.0,0.03950061543458402,252,0,False,False
tqwt_minValue_dec_32,TQWT,0.0,0.0,550.0,0.15092879378741403,252,0,False,False
Ea2,Other,0.0,0.0,550.0,0.010452061287612422,84,0,False,False
tqwt_minValue_dec_30,TQWT,0.0,0.0,550.0,0.17457345753800785,252,0,False,False
tqwt_minValue_dec_29,TQWT,0.0,0.0,550.0,0.283886212933,252,0,False,False
tqwt_minValue_dec_28,TQWT,0.0,0.0,550.0,0.4198789368158636,252,0,False,False
tqwt_minValue_dec_27,TQWT,0.0,0.0,550.0,0.5534709453582196,252,0,False,False
tqwt_minValue_dec_25,TQWT,0.0,0.0,550.0,0.5272004200418894,251,0,False,False
tqwt_minValue_dec_24,TQWT,0.0,0.0,550.0,0.44443205972463595,252,0,False,False
tqwt_minValue_dec_23,TQWT,0.0,0.0,550.0,0.3135075363911852,251,0,False,False
app_TKEO_std_10_coef,Other,0.0,0.0,550.0,6817611.612097012,252,0,False,False
tqwt_minValue_dec_20,TQWT,0.0,0.0,550.0,0.25677283211786656,252,0,False,False
app_TKEO_std_9_coef,Other,0.0,0.0,550.0,3419122.474055903,252,0,False,False
tqwt_minValue_dec_18,TQWT,0.0,0.0,550.0,0.366272150969383,252,0,False,False
app_TKEO_std_8_coef,Other,0.0,0.0,550.0,1720694.3513213054,252,0,False,False
mean_MFCC_4th_coef,MFCC,0.0,0.0,550.0,1.2302859377972768,252,0,False,False
app_TKEO_std_7_coef,Other,0.0,0.0,550.0,853984.8571557509,252,0,False,False
tqwt_maxValue_dec_15,TQWT,0.0,0.0,550.0,0.24947376123586082,251,0,False,False
app_TKEO_std_6_coef,Other,0.0,0.0,550.0,415618.74467891,252,0,False,False
tqwt_maxValue_dec_13,TQWT,0.0,0.0,550.0,0.14673285248845624,252,0,False,False
tqwt_maxValue_dec_10,TQWT,0.0,0.0,550.0,0.051509879198250896,252,0,False,False
tqwt_maxValue_dec_9,TQWT,0.0,0.0,550.0,0.048673329260972086,252,0,False,False
tqwt_maxValue_dec_8,TQWT,0.0,0.0,550.0,0.04173364283330132,252,0,False,False
tqwt_maxValue_dec_7,TQWT,0.0,0.0,550.0,0.03443987980040896,252,0,False,False
tqwt_maxValue_dec_6,TQWT,0.0,0.0,550.0,0.0419294570171402,252,0,False,False
tqwt_maxValue_dec_5,TQWT,0.0,0.0,550.0,0.03956306555114057,252,0,False,False
tqwt_maxValue_dec_4,TQWT,0.0,0.0,550.0,0.029562005584630253,252,0,False,False
tqwt_maxValue_dec_3,TQWT,0.0,0.0,550.0,0.022590035115940946,252,0,False,False
tqwt_maxValue_dec_2,TQWT,0.0,0.0,550.0,0.01786306573867208,252,0,False,False
tqwt_minValue_dec_36,TQWT,0.0,0.0,550.0,0.31946844072994324,252,0,False,False
tqwt_minValue_dec_35,TQWT,0.0,0.0,550.0,0.12801461444217407,252,0,False,False
tqwt_minValue_dec_34,TQWT,0.0,0.0,550.0,0.13055676225291413,252,0,False,False
tqwt_minValue_dec_33,TQWT,0.0,0.0,550.0,0.14290641746794783,252,0,False,False
tqwt_maxValue_dec_33,TQWT,0.0,0.0,550.0,0.1469994636237887,252,0,False,False
tqwt_maxValue_dec_32,TQWT,0.0,0.0,550.0,0.14613561832840596,252,0,False,False
tqwt_maxValue_dec_30,TQWT,0.0,0.0,550.0,0.1744959569834778,252,0,False,False
tqwt_maxValue_dec_29,TQWT,0.0,0.0,550.0,0.2866401063765597,252,0,False,False
tqwt_maxValue_dec_28,TQWT,0.0,0.0,550.0,0.4188067134113114,252,0,False,False
tqwt_stdValue_dec_9,TQWT,0.0,0.0,550.0,0.009246586024190108,252,0,False,False
tqwt_maxValue_dec_26,TQWT,0.0,0.0,550.0,0.5518151326915535,252,0,False,False
tqwt_maxValue_dec_25,TQWT,0.0,0.0,550.0,0.5277268211376133,252,0,False,False
tqwt_maxValue_dec_24,TQWT,0.0,0.0,550.0,0.4441276966307492,252,0,False,False
tqwt_maxValue_dec_23,TQWT,0.0,0.0,550.0,0.3118352790250378,252,0,False,False
tqwt_maxValue_dec_22,TQWT,0.0,0.0,550.0,0.23748824109273264,252,0,False,False
det_LT_entropy_log_8_coef,Wavelet,0.0,0.0,550.0,28.734486982956838,252,0,False,False
tqwt_maxValue_dec_19,TQWT,0.0,0.0,550.0,0.32607518601693974,252,0,False,False
tqwt_maxValue_dec_18,TQWT,0.0,0.0,550.0,0.3670859660530976,252,0,False,False
det_LT_entropy_log_7_coef,Wavelet,0.0,0.0,550.0,29.422365609891024,252,0,False,False
tqwt_maxValue_dec_16,TQWT,0.0,0.0,550.0,0.2975298821726901,252,0,False,False
det_LT_entropy_log_6_coef,Wavelet,0.0,0.0,550.0,29.37533784122763,252,0,False,False
tqwt_skewnessValue_dec_18,TQWT,0.0,0.0,550.0,0.00551526587646374,252,0,False,False
tqwt_skewnessValue_dec_17,TQWT,0.0,0.0,550.0,0.009253870865870895,252,0,False,False
tqwt_skewnessValue_dec_16,TQWT,0.0,0.0,550.0,0.007078873768756404,251,0,False,False
det_LT_entropy_log_5_coef,Wavelet,0.0,0.0,550.0,32.58905580614042,252,0,False,False
det_LT_entropy_log_4_coef,Wavelet,0.0,0.0,550.0,40.65795745562928,252,0,False,False
det_LT_entropy_log_3_coef,Wavelet,0.0,0.0,550.0,59.967573934539,252,0,False,False
tqwt_skewnessValue_dec_7,TQWT,0.0,0.0,550.0,0.18601455148778326,252,0,False,False
tqwt_skewnessValue_dec_6,TQWT,0.0,0.0,550.0,0.6743515254829818,252,0,False,False
tqwt_skewnessValue_dec_5,TQWT,0.0,0.0,550.0,0.05883217930980855,252,0,False,False
tqwt_skewnessValue_dec_4,TQWT,0.0,0.0,550.0,1.0962446513904507,252,0,False,False
det_LT_entropy_log_2_coef,Wavelet,0.0,0.0,550.0,101.98789669191721,252,0,False,False
det_LT_entropy_log_1_coef,Wavelet,0.0,0.0,550.0,188.46247531121796,252,0,False,False
tqwt_maxValue_dec_36,TQWT,0.0,0.0,550.0,0.3344106425254753,252,0,False,False
tqwt_maxValue_dec_35,TQWT,0.0,0.0,550.0,0.13238998519483441,252,0,False,False
tqwt_maxValue_dec_34,TQWT,0.0,0.0,550.0,0.13240530031654213,252,0,False,False
VFER_NSR_TKEO,Other,0.0,0.0,550.0,0.06722702716110025,249,0,False,False
det_LT_entropy_shannon_8_coef,Wavelet,0.0,0.0,550.0,35.79236447743952,252,0,False,False
det_LT_entropy_shannon_6_coef,Wavelet,0.0,0.0,550.0,4.678852499712952,252,0,False,False
VFER_std,Other,0.0,0.0,550.0,0.001668399986654827,252,0,False,False
VFER_mean,Other,0.0,0.0,550.0,0.002290384179564767,252,0,False,False
GNE_NSR_TKEO,Nonlinear,0.0,0.0,550.0,0.05844113691032307,250,0,False,False
GNE_SNR_SEO,Nonlinear,0.0,0.0,550.0,267230.0420958209,252,0,False,False
det_LT_entropy_shannon_2_coef,Wavelet,0.0,0.0,550.0,0.8510823382048751,252,0,False,False
GNE_std,Nonlinear,0.0,0.0,550.0,0.11133228880725785,252,0,False,False
GNE_mean,Nonlinear,0.0,0.0,550.0,0.3208760296117019,252,0,False,False
GQ_std_cycle_closed,Other,0.0,0.0,550.0,5.317963214236612,161,0,False,False
GQ_std_cycle_open,Other,0.0,0.0,550.0,26.508550268314643,252,0,False,False
GQ_prc5_95,Other,0.0,0.0,550.0,0.10066992574016731,159,0,False,False
tqwt_skewnessValue_dec_23,TQWT,0.0,0.0,550.0,0.006728684872710859,252,0,False,False
det_LT_entropy_shannon_1_coef,Wavelet,0.0,0.0,550.0,0.9127505560420636,252,0,False,False
det_LT_TKEO_std_4_coef,Wavelet,0.0,0.0,550.0,0.1409583855159422,252,0,False,False
det_LT_TKEO_std_2_coef,Wavelet,0.0,0.0,550.0,0.04557247351422013,251,0,False,False
tqwt_kurtosisValue_dec_28,TQWT,0.0,0.0,550.0,35.45120028460854,251,0,False,False
det_LT_TKEO_mean_10_coef,Wavelet,0.0,0.0,550.0,1.9008236715628353,252,0,False,False
det_LT_TKEO_mean_9_coef,Wavelet,0.0,0.0,550.0,0.1352110895265623,252,0,False,False
det_LT_TKEO_mean_8_coef,Wavelet,0.0,0.0,550.0,0.908279690819786,252,0,False,False
tqwt_kurtosisValue_dec_22,TQWT,0.0,0.0,550.0,0.6369587862876196,252,0,False,False
tqwt_kurtosisValue_dec_21,TQWT,0.0,0.0,550.0,0.6669396793436599,252,0,False,False
apq5Shimmer,Shimmer,0.0,0.0,550.0,0.023697910591854162,250,0,False,False
apq3Shimmer,Shimmer,0.0,0.0,550.0,0.019393021305727412,251,0,False,False
locDbShimmer,Shimmer,0.0,0.0,550.0,0.33375170794214315,244,0,False,False
det_LT_TKEO_mean_7_coef,Wavelet,0.0,0.0,550.0,0.1971142130312562,252,0,False,False
det_LT_TKEO_mean_4_coef,Wavelet,0.0,0.0,550.0,0.07659756431542677,252,0,False,False
rapJitter,Jitter,0.0,0.0,550.0,0.000883847547080086,184,0,False,False
det_LT_TKEO_mean_3_coef,Wavelet,0.0,0.0,550.0,0.039427929182060624,252,0,False,False
stdDevPeriodPulses,Other,0.0,0.0,550.0,0.0005330818070701856,249,0,False,False
f2,Formant / Bandwidth,0.0,0.0,550.0,158.40476961317108,252,0,False,False
det_LT_TKEO_mean_2_coef,Wavelet,0.0,0.0,550.0,0.01685777429077884,245,0,False,False
meanIntensity,Intensity,0.0,0.0,550.0,6.877177102762645,252,0,False,False
maxIntensity,Intensity,0.0,0.0,550.0,6.276421175841767,252,0,False,False
minIntensity,Intensity,0.0,0.0,550.0,8.465378932466471,252,0,False,False
meanHarmToNoiseHarmonicity,HNR / Harmonicity,0.0,0.0,550.0,5.202318210405596,252,0,False,False
det_LT_TKEO_mean_1_coef,Wavelet,0.0,0.0,550.0,0.010461076348971884,247,0,False,False
det_LT_entropy_log_10_coef,Wavelet,0.0,0.0,550.0,31.062865741518877,252,0,False,False
ddaShimmer,Shimmer,0.0,0.0,550.0,0.05817878432096385,252,0,False,False
tqwt_kurtosisValue_dec_3,TQWT,0.0,0.0,550.0,1199.8257100520125,252,0,False,False
det_LT_entropy_log_9_coef,Wavelet,0.0,0.0,550.0,29.848637668950882,252,0,False,False
app_LT_entropy_shannon_10_coef,Wavelet,0.0,0.0,550.0,472967.55188512575,252,0,False,False
tqwt_skewnessValue_dec_32,TQWT,0.0,0.0,550.0,0.7317526603651772,252,0,False,False
tqwt_skewnessValue_dec_31,TQWT,0.0,0.0,550.0,0.7303213715053664,252,0,False,False
app_LT_entropy_shannon_9_coef,Wavelet,0.0,0.0,550.0,221834.46388720383,252,0,False,False
app_LT_entropy_shannon_8_coef,Wavelet,0.0,0.0,550.0,103599.9264631474,252,0,False,False
tqwt_maxValue_dec_27,TQWT,0.0,0.0,550.0,0.5523019771545825,252,0,False,False
